Continente,Localidae,Fluxo Comercial,Mercadoria,Medida,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Europe,Faroe Islands,Export,Fish,Quantidade,149818,195159,210749,192765,162454,172224,167338,207937,195085,236238,259319,280249,286859,311955,312230,319717
Europe,Faroe Islands,Import,Crustaceans,Quantidade,94,255,267,32,1538,27,67,71,45,41,49,51,45,42,40,270
Europe,Faroe Islands,Import,Fish,Quantidade,6767,3456,5775,1765,3075,4215,2241,1453,1955,826,1292,1416,6943,8255,10862,20161
Europe,Finland,Export,Crustaceans,Quantidade,27,14,29,32,37,8,15,7,4,22,37,204,7,18,13,6
Europe,Finland,Export,Fish,Quantidade,15851,15770,13528,10359,18789,24636,26130,37998,41647,41916,42963,47415,53123,52890,55877,46283
Europe,Finland,Import,Crustaceans,Quantidade,2593,2973,2639,2859,2922,2835,3139,3500,3319,3500,4101,4109,4135,3823,3462,3036
Europe,Finland,Import,Fish,Quantidade,33228,38630,40150,46105,52755,47015,52393,61249,61329,61723,64678,72229,73242,72276,73909,69958
Europe,France,Export,Crustaceans,Quantidade,16833,16919,14588,19782,21655,23378,22632,23953,19823,18855,20720,16822,17211,18190,18299,18653
Europe,France,Export,Fish,Quantidade,332238,303427,275985,340487,374640,288301,282566,261631,293192,225498,207341,199544,232969,216691,188570,206038
Europe,France,Import,Crustaceans,Quantidade,104052,111858,119147,131915,140925,139788,140350,142710,139884,144655,152046,143950,143489,138733,138051,138074
Europe,France,Import,Fish,Quantidade,631373,679123,679278,688189,728864,736996,745955,730988,731542,747165,757451,766235,751651,763382,755692,758046
Europe,Germany,Export,Crustaceans,Quantidade,19660,12789,16674,20105,22374,19683,23948,25958,21102,20629,25437,29652,29234,29189,27642,27409
Europe,Germany,Export,Fish,Quantidade,387165,426217,433098,410514,459957,460729,476489,609588,623013,536188,623057,579577,621491,662234,690688,698517
Europe,Germany,Import,Crustaceans,Quantidade,33784,34332,29214,33324,36874,43560,47208,57479,55899,62870,68501,67212,65980,59731,63245,59296
Europe,Germany,Import,Fish,Quantidade,700552,727511,716161,708348,702242,742415,775840,797007,816553,786247,810232,860237,833014,815619,866836,850488
Europe,Greece,Export,Crustaceans,Quantidade,509,681,755,738,2705,1842,3406,2510,1620,2495,2137,2434,1614,2476,2671,3289
Europe,Greece,Export,Fish,Quantidade,57284,61048,53442,65650,68402,69073,84895,111048,99575,106194,117585,100752,110396,108821,96368,97038
Europe,Greece,Import,Crustaceans,Quantidade,3111,4222,4340,4819,5261,5115,6140,7392,6807,7932,7827,7067,6625,6644,6907,6436
Europe,Greece,Import,Fish,Quantidade,68318,64449,52842,58466,63935,63924,68369,72209,71203,66158,67076,60588,57546,54625,60744,56818
Europe,Hungary,Export,Crustaceans,Quantidade,0,0,0,0,0,3,0,0,0,0,4,8,14,33,17,23
Europe,Hungary,Export,Fish,Quantidade,3274,3055,2226,2539,1716,4162,1046,852,502,514,2127,3624,3648,3899,4470,6391
Europe,Hungary,Import,Crustaceans,Quantidade,153,178,174,217,142,166,183,163,270,333,365,452,547,492,481,477
Europe,Hungary,Import,Fish,Quantidade,13860,14485,15735,16798,15805,18915,15959,14557,17671,16350,17449,17897,16437,17499,19542,22036
Europe,Iceland,Export,Crustaceans,Quantidade,24900,28260,31899,32200,31292,23434,20742,16372,29705,24745,16339,13693,11413,10165,10581,10510
Europe,Iceland,Export,Fish,Quantidade,291409,310407,337200,355163,429650,453442,442061,411182,432772,416948,464392,484944,528384,562256,497004,409810
Europe,Iceland,Import,Crustaceans,Quantidade,34780,37563,41813,43227,53270,46101,38425,35963,30839,24886,29968,22492,14941,11464,15318,24498
Europe,Iceland,Import,Fish,Quantidade,7845,6160,10091,8580,5282,15004,9803,12452,17909,8245,17137,16580,9718,9281,34271,41143
Europe,Ireland,Export,Crustaceans,Quantidade,12350,13413,14269,14394,13611,13083,12653,16608,13155,12488,13443,13289,15421,13849,16605,17070
Europe,Ireland,Export,Fish,Quantidade,162282,238391,246271,199306,186047,131333,97661,113872,127225,136851,180781,138304,244302,203872,224499,212755
Europe,Ireland,Import,Crustaceans,Quantidade,6099,5937,3904,3893,4851,5724,5464,6979,5117,6906,8614,7495,7204,7010,7858,7980
Europe,Ireland,Import,Fish,Quantidade,18247,28367,59206,22607,20264,23353,26533,32295,29198,40589,64846,41184,95916,63182,58865,58690
Europe,Italy,Export,Crustaceans,Quantidade,4352,4105,4991,3530,3795,3901,4491,3997,3989,4035,4710,4515,4106,4286,3818,3724
Europe,Italy,Export,Fish,Quantidade,91943,84371,84556,80885,87107,94245,102842,97072,90627,93995,91557,82793,78489,85965,90553,97567
Europe,Italy,Import,Crustaceans,Quantidade,68923,78126,69906,77411,81221,87078,97941,100596,93662,95874,101542,101877,90206,89153,96107,94551
Europe,Italy,Import,Fish,Quantidade,431315,458071,464906,491978,505386,519616,533903,542402,535893,550377,561883,573963,557518,563107,599726,613830
Europe,Latvia,Export,Crustaceans,Quantidade,9,3,5,67,228,207,440,477,357,85,223,395,596,532,603,631
Europe,Latvia,Export,Fish,Quantidade,91873,124366,115932,105299,104204,106247,112441,112367,120255,100836,106822,104181,113605,120705,106981,95269
Europe,Latvia,Import,Crustaceans,Quantidade,158,251,290,509,793,729,1251,1546,1249,608,892,1216,1709,2217,1644,1696
Europe,Latvia,Import,Fish,Quantidade,30790,38838,33977,29583,25211,30135,35142,42290,51743,43455,49336,60007,60424,65364,72063,62698
Europe,Lithuania,Export,Crustaceans,Quantidade,2,28,65,54,117,201,184,404,316,240,292,287,297,358,394,532
Europe,Lithuania,Export,Fish,Quantidade,28964,56028,63410,78592,72230,92400,86813,100217,91044,102700,89027,90743,91680,102401,114455,111189
Europe,Lithuania,Import,Crustaceans,Quantidade,162,242,503,530,523,1361,766,1247,1245,821,903,889,949,1090,1240,1394
Europe,Lithuania,Import,Fish,Quantidade,59331,78408,71115,74713,72190,90363,79931,90563,95461,98657,102849,99427,108509,120548,136571,129317
Europe,Luxembourg,Export,Crustaceans,Quantidade,1139,1272,574,477,561,284,74,289,282,211,274,240,189,163,191,150
Europe,Luxembourg,Export,Fish,Quantidade,4886,2903,2402,2029,1461,1137,773,468,751,1027,1406,1252,1056,1034,1001,1142
Europe,Luxembourg,Import,Crustaceans,Quantidade,1999,1972,1060,2130,1505,1150,1152,1298,1246,1313,1707,1740,1833,1614,1616,1580
Europe,Luxembourg,Import,Fish,Quantidade,9743,7684,7367,6287,6113,5805,5815,5650,5730,6025,6816,7182,7983,7912,8286,12748
Europe,"Macedonia, Fmr Yug Rp of",Export,Crustaceans,Quantidade,0,0,0,0,0,0,0,0,0,0,2,3,8,7,8,6
Europe,"Macedonia, Fmr Yug Rp of",Export,Fish,Quantidade,41,23,9,59,59,61,28,195,296,378,300,291,117,127,151,113
Europe,"Macedonia, Fmr Yug Rp of",Import,Crustaceans,Quantidade,23,19,17,16,17,29,28,28,53,36,33,35,31,26,44,37
Europe,"Macedonia, Fmr Yug Rp of",Import,Fish,Quantidade,4921,4620,6129,5953,6865,5909,7299,7752,7174,6951,6560,7120,6242,6598,7504,8047
Europe,Malta,Export,Crustaceans,Quantidade,0,0,5,8,0,1,0,6,19,0,1,0,1,1,0,1
Europe,Malta,Export,Fish,Quantidade,1992,2267,3145,3306,1470,1376,4353,3160,4609,2423,7290,4442,5999,8371,8487,11104
Europe,Malta,Import,Crustaceans,Quantidade,332,325,360,1204,362,803,409,342,276,334,287,263,300,297,298,283
Europe,Malta,Import,Fish,Quantidade,5119,13731,11794,21105,22665,11956,10024,21631,21575,16810,7411,11674,18734,22670,24534,28441
Europe,"Moldova, Republic of",Export,Crustaceans,Quantidade,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
Europe,"Moldova, Republic of",Export,Fish,Quantidade,3,19,114,0,0,12,0,0,0,0,0,0,0,0,0,0
Europe,"Moldova, Republic of",Import,Crustaceans,Quantidade,7,9,20,30,61,94,135,178,258,192,264,322,339,230,255,184
Europe,"Moldova, Republic of",Import,Fish,Quantidade,12597,20009,19295,19263,24341,28549,27119,26070,33679,27794,26963,24897,26051,28698,27742,22318
Europe,Montenegro,Export,Crustaceans,Quantidade,0,0,0,0,0,0,7,0,4,5,0,0,0,0,0,0
Europe,Montenegro,Export,Fish,Quantidade,0,0,0,0,0,0,267,236,31,236,118,31,2,2,9,1
Europe,Montenegro,Import,Crustaceans,Quantidade,0,0,0,0,0,0,68,105,114,105,108,137,148,160,146,163
Europe,Montenegro,Import,Fish,Quantidade,0,0,0,0,0,0,1986,2587,2395,2545,2507,2411,2252,2533,2405,2564
Europe,Netherlands,Export,Crustaceans,Quantidade,61826,57488,62025,72618,75798,81355,84101,88591,80804,98377,98874,100505,87377,70086,80472,85505
Europe,Netherlands,Export,Fish,Quantidade,545276,587869,630742,711154,844680,905132,792928,762286,669438,613811,687119,618264,711251,704249,903758,893194
Europe,Netherlands,Import,Crustaceans,Quantidade,43996,46737,53606,81764,57148,60056,60285,62432,72630,87568,84998,84119,79031,67180,87075,82438
Europe,Netherlands,Import,Fish,Quantidade,472942,479252,487651,537815,522265,632767,652650,688323,591964,676503,777613,685007,767331,706527,779698,700996
Europe,Norway,Export,Crustaceans,Quantidade,44687,36133,34458,33504,32218,36746,32614,19917,26962,18510,18813,17938,13299,23749,30965,33804
Europe,Norway,Export,Fish,Quantidade,1769324,1689923,1687569,1671594,1590320,1634014,1611695,1866600,2017941,2334702,2441416,2255818,2373215,2300316,2476603,2356433
Europe,Norway,Import,Crustaceans,Quantidade,29387,20493,20638,15869,28528,21298,13979,22999,20809,20349,21184,20841,21394,21082,19072,19520
Europe,Norway,Import,Fish,Quantidade,379505,344638,285949,177275,176348,120819,134949,156223,147773,196966,142680,178394,183327,158249,221227,201101
Europe,Poland,Export,Crustaceans,Quantidade,14426,9189,9552,7284,7643,6031,7698,7724,2634,7105,6415,4607,2004,2137,2148,1703
Europe,Poland,Export,Fish,Quantidade,135024,154421,147062,147462,169244,176356,181648,197627,209205,238556,291041,312616,273263,285609,283801,301615
Europe,Poland,Import,Crustaceans,Quantidade,4596,4009,4158,5132,7087,5978,6788,6829,6218,6125,7313,6613,7255,7442,8113,8448
Europe,Poland,Import,Fish,Quantidade,266751,253039,215338,228793,282191,288182,325130,350638,387836,393659,435099,428735,438688,470554,499711,498029
Europe,Portugal,Export,Crustaceans,Quantidade,5417,4351,3445,3617,2656,4289,3894,5080,7667,7564,8046,9839,12881,10436,11555,13638
Europe,Portugal,Export,Fish,Quantidade,79075,78436,82597,87183,102670,98155,112276,118732,112796,106476,127353,140546,172622,194074,199328,198746
Europe,Portugal,Import,Crustaceans,Quantidade,14743,16868,17966,18562,20015,23168,24206,25657,26912,31353,33767,29913,32001,27845,34277,33850
Europe,Portugal,Import,Fish,Quantidade,253057,262929,269531,274076,278665,285664,314355,327432,296211,306509,292306,300207,338421,369927,365710,363555
Europe,Romania,Export,Crustaceans,Quantidade,3,0,5,0,3,2,3,19,16,19,9,35,31,2,10,19
Europe,Romania,Export,Fish,Quantidade,112,24,118,38,378,189,69,350,624,2824,2965,5010,4308,4405,3413,3872
Europe,Romania,Import,Crustaceans,Quantidade,763,589,290,102,196,289,315,504,706,552,609,699,841,902,819,1108
Europe,Romania,Import,Fish,Quantidade,34811,43516,50042,59446,66262,79185,79590,73568,86654,88132,83728,65590,71327,71813,82685,89187
Europe,Russian Federation,Export,Crustaceans,Quantidade,52242,44150,40305,37342,29368,29112,27964,33497,31538,30336,34320,38339,35634,37774,53634,55233
Europe,Russian Federation,Export,Fish,Quantidade,1119706,1157093,1176822,1170756,1183614,1318849,1315462,1276910,1327950,1342309,1597138,1713603,1662334,1848868,1654901,1727337
Europe,Russian Federation,Import,Crustaceans,Quantidade,8236,14559,22323,31800,36587,47359,48325,71041,69875,55691,65845,63923,59395,68622,55993,25498
Europe,Russian Federation,Import,Fish,Quantidade,459862,593962,579383,671860,778066,903688,800941,985869,998153,878905,899374,828420,873306,916176,791276,502925
Europe,Serbia,Export,Crustaceans,Quantidade,0,0,0,0,0,0,1,0,1,3,0,0,0,0,0,1
Europe,Serbia,Export,Fish,Quantidade,0,0,0,0,0,0,350,414,467,475,544,443,490,666,1061,1136
Europe,Serbia,Import,Crustaceans,Quantidade,0,0,0,0,0,0,85,114,148,98,117,136,124,129,179,123
Europe,Serbia,Import,Fish,Quantidade,0,0,0,0,0,0,27679,33944,33299,26653,23865,32935,32428,26631,29940,24724
Europe,Serbia and Montenegro,Export,Crustaceans,Quantidade,21,17,0,7,1,0,0,0,0,0,0,0,0,0,0,0
Europe,Serbia and Montenegro,Export,Fish,Quantidade,119,180,159,81,217,205,0,0,0,0,0,0,0,0,0,0
Europe,Serbia and Montenegro,Import,Crustaceans,Quantidade,22,39,44,40,82,91,0,0,0,0,0,0,0,0,0,0
Europe,Serbia and Montenegro,Import,Fish,Quantidade,10129,18988,23849,18315,30294,27124,0,0,0,0,0,0,0,0,0,0
Europe,Slovakia,Export,Crustaceans,Quantidade,0,0,0,0,0,0,0,3,6,20,16,12,17,32,11,21
Europe,Slovakia,Export,Fish,Quantidade,669,531,758,903,1523,1502,2313,1389,1333,1058,1450,2181,1660,1804,2130,1864
Europe,Slovakia,Import,Crustaceans,Quantidade,50,27,51,75,82,348,630,1117,808,449,512,413,313,400,150,149
Europe,Slovakia,Import,Fish,Quantidade,21585,20085,21762,20790,21205,20644,24169,21117,22454,21355,24308,23473,21628,24396,25039,27528
Europe,Slovenia,Export,Crustaceans,Quantidade,10,9,4,16,20,17,32,86,48,55,32,56,48,36,70,68
Europe,Slovenia,Export,Fish,Quantidade,2067,2081,2018,2052,2572,6545,3906,2898,3834,4002,4660,4322,3350,3980,4867,4850
Europe,Slovenia,Import,Crustaceans,Quantidade,374,338,350,357,405,430,486,593,636,601,571,538,512,495,557,551
Europe,Slovenia,Import,Fish,Quantidade,6731,7515,7999,8861,10245,13676,12431,10987,11963,12337,13352,12998,11637,12048,13084,13307
Europe,Spain,Export,Crustaceans,Quantidade,17012,21390,28621,25602,25830,21030,25539,35452,27811,35683,36312,44754,41963,42273,39676,45948
Europe,Spain,Export,Fish,Quantidade,591265,683892,583437,641545,646342,707838,683553,688820,708689,772201,775086,806489,747947,698055,800267,758771
Europe,Spain,Import,Crustaceans,Quantidade,142341,156708,155731,174634,176785,188989,215943,218095,206204,196401,207015,213800,184810,179429,186623,193619
Europe,Spain,Import,Fish,Quantidade,744496,860104,852893,953337,873584,870978,907342,947684,875031,933319,960381,958528,869937,869366,951333,979813
Europe,Sweden,Export,Crustaceans,Quantidade,4040,3539,4281,4366,5032,4608,3681,4438,4235,3593,4460,4040,3495,3572,4055,2871
Europe,Sweden,Export,Fish,Quantidade,254857,256377,255623,272257,312599,350017,426016,426368,458130,521772,571566,566575,629913,661474,695091,793065
Europe,Sweden,Import,Crustaceans,Quantidade,25754,27407,26302,29839,32010,34531,32892,35077,32565,33877,36976,35775,36012,38584,37083,33554
Europe,Sweden,Import,Fish,Quantidade,166410,178191,191502,237843,280332,316524,351770,413577,446178,474950,511076,546657,627994,646730,692965,764660
Europe,Switzerland,Export,Crustaceans,Quantidade,23,8,16,10,12,10,5,10,71,86,29,45,52,67,12,11
Europe,Switzerland,Export,Fish,Quantidade,79,82,122,148,169,179,188,210,176,245,283,261,318,500,659,473
Europe,Switzerland,Import,Crustaceans,Quantidade,6046,6430,5031,5883,6469,6625,7663,8639,8613,8827,9428,10201,9142,9415,9643,8721
Europe,Switzerland,Import,Fish,Quantidade,44903,46129,44831,45030,45954,45418,48577,48960,50747,52996,53270,53278,52745,57246,55503,57290
Europe,Ukraine,Export,Crustaceans,Quantidade,259,6448,186,592,872,567,498,726,382,157,107,131,29,76,116,211
Europe,Ukraine,Export,Fish,Quantidade,83452,50157,37794,31029,16320,19723,20411,24222,23521,59993,55869,48623,55451,51073,39349,8196
Europe,Ukraine,Import,Crustaceans,Quantidade,1610,318,643,1450,1518,4082,9174,14387,14519,7852,8337,10182,9310,9252,5328,1006
Europe,Ukraine,Import,Fish,Quantidade,232907,317739,295542,287564,296447,406307,382972,442048,549432,432584,345123,371921,407367,443498,330122,222846
Europe,United Kingdom,Export,Crustaceans,Quantidade,58887,61469,65250,67720,66835,65357,65508,66424,56734,57438,60769,52953,51800,54479,51472,46091
Europe,United Kingdom,Export,Fish,Quantidade,550326,567946,505910,543167,538108,546144,490971,512391,487417,565143,602204,527257,590690,573220,710251,637823
Europe,United Kingdom,Import,Crustaceans,Quantidade,83566,87693,91298,96255,95630,98910,99024,97125,90322,95218,94654,98073,94166,99357,90935,84698
Europe,United Kingdom,Import,Fish,Quantidade,453551,522982,513740,514375,546892,587591,642607,623825,641575,598380,590119,594704,635871,612203,584623,552023
Oceania,Australia,Export,Crustaceans,Quantidade,29353,28925,24458,24004,25430,23858,20850,16082,16667,14340,14396,13159,11776,13941,16596,15527
Oceania,Australia,Export,Fish,Quantidade,29558,32528,33459,29571,26403,26100,24380,23644,23162,24818,22341,22196,18916,17698,20663,31456
Oceania,Australia,Import,Crustaceans,Quantidade,15943,18574,18457,24757,28040,31343,35451,33645,28739,33435,35934,36635,40657,38909,40263,34964
Oceania,Australia,Import,Fish,Quantidade,101337,109051,112850,125541,151767,125529,130210,135254,140530,131452,144639,143955,152873,162312,162793,154433
Oceania,Cook Islands,Export,Fish,Quantidade,14,6,631,771,464,1265,740,900,500,400,1300,1100,1774,1056,1203,1378
Oceania,Cook Islands,Import,Crustaceans,Quantidade,4,5,3,3,2,6,6,10,24,25,30,34,23,27,19,21
Oceania,Cook Islands,Import,Fish,Quantidade,135,52,23,194,49,151,93,152,99,95,129,79,117,110,270,292
Oceania,Fiji,Export,Crustaceans,Quantidade,8,20,8,8,1,16,2,0,0,0,5,58,3,1,2,1
Oceania,Fiji,Export,Fish,Quantidade,10424,13120,15091,17530,19452,21187,23961,28892,36823,31993,43782,36216,6973,19150,20555,20499
Oceania,Fiji,Import,Crustaceans,Quantidade,41,165,112,126,177,183,163,198,157,155,242,160,241,256,197,311
Oceania,Fiji,Import,Fish,Quantidade,8865,16129,19515,35085,37262,33738,23523,23710,24446,22607,37943,71989,80106,63903,121406,67013
Oceania,French Polynesia,Export,Crustaceans,Quantidade,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
Oceania,French Polynesia,Export,Fish,Quantidade,1751,2801,1919,1211,770,586,634,857,442,793,943,912,1556,1230,1473,1776
Oceania,French Polynesia,Import,Crustaceans,Quantidade,388,379,473,606,579,712,729,848,719,806,758,393,428,330,438,296
Oceania,French Polynesia,Import,Fish,Quantidade,1526,1575,1500,1574,1604,1974,1543,1762,1877,1784,1696,1935,2120,1876,1937,1756
Oceania,Kiribati,Export,Crustaceans,Quantidade,2,5,7,5,1,16,6,0,0,0,0,15,0,0,0,0
Oceania,Kiribati,Export,Fish,Quantidade,7552,3511,4900,4111,4531,5864,5076,12241,12598,23550,26819,42298,54432,60870,98079,101862
Oceania,Kiribati,Import,Crustaceans,Quantidade,22,0,0,2,0,0,3,4,0,0,0,0,4,0,2,1
Oceania,Kiribati,Import,Fish,Quantidade,372,189,301,550,303,598,349,307,285,549,462,687,241,141,220,177
Oceania,Marshall Islands,Export,Crustaceans,Quantidade,0,0,22,0,0,0,0,5,0,1,1,3,4,3,15,1
Oceania,Marshall Islands,Export,Fish,Quantidade,3989,11130,16476,14985,21620,25528,15170,20366,25489,36006,40122,53219,54561,57739,61576,56096
Oceania,Marshall Islands,Import,Crustaceans,Quantidade,1,2,3,2,18,0,0,0,0,0,100,1,2,10,10,4
Oceania,Marshall Islands,Import,Fish,Quantidade,119,101,186,247,339,267,392,410,447,716,1301,1150,2897,1688,2702,1407
Oceania,"Micronesia, Fed.States of",Export,Crustaceans,Quantidade,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Oceania,"Micronesia, Fed.States of",Export,Fish,Quantidade,17398,14290,16975,25431,23227,23233,8667,12933,16481,16694,19350,22428,30331,19721,30934,43697
Oceania,"Micronesia, Fed.States of",Import,Crustaceans,Quantidade,7,2,0,0,16,4,0,1,1,1,0,2,0,4,0,6
Oceania,"Micronesia, Fed.States of",Import,Fish,Quantidade,1011,1412,1136,1571,1506,1170,928,933,1064,1046,1613,2097,3160,2618,2315,2390
Oceania,New Caledonia,Export,Crustaceans,Quantidade,1253,1755,1411,1284,1516,1712,1789,1307,1297,1079,746,708,817,868,959,642
Oceania,New Caledonia,Export,Fish,Quantidade,967,1140,1102,1650,1124,1181,631,665,735,961,1139,861,809,805,655,611
Oceania,New Caledonia,Import,Crustaceans,Quantidade,35,34,26,29,27,46,34,52,61,38,38,43,33,29,28,23
Oceania,New Caledonia,Import,Fish,Quantidade,1095,1432,1134,1354,1255,1309,1407,1479,1822,1416,1602,1529,1674,1541,1387,1249
Oceania,New Zealand,Export,Crustaceans,Quantidade,3852,3043,3043,2923,2575,3143,3263,3089,3126,2981,4110,3473,4260,4260,3412,3501
Oceania,New Zealand,Export,Fish,Quantidade,199170,196943,211210,196075,198071,194841,192943,190425,175139,185387,222276,201195,225498,223584,211958,213938
Oceania,New Zealand,Import,Crustaceans,Quantidade,2202,1766,2261,2352,2788,3773,3983,4980,4336,3736,5589,5067,6987,5886,5243,4999
Oceania,New Zealand,Import,Fish,Quantidade,13658,13931,12989,12523,13182,15708,16276,18764,20411,19385,25897,22694,23110,21183,21108,21316
Oceania,Palau,Export,Fish,Quantidade,58,74,40,17,14,109,221,292,151,124,212,102,90,106,159,135
Oceania,Palau,Import,Crustaceans,Quantidade,2,4,2,0,11,1,33,53,35,36,48,59,60,59,98,97
Oceania,Palau,Import,Fish,Quantidade,62,86,109,100,107,110,187,341,371,346,257,261,279,323,276,413
Oceania,Papua New Guinea,Export,Crustaceans,Quantidade,1012,1151,739,811,478,689,450,521,474,239,460,360,192,164,448,611
Oceania,Papua New Guinea,Export,Fish,Quantidade,27462,37058,43133,58373,39598,36751,52804,59480,49821,45974,59265,59205,60372,55019,51649,61669
