Continent,Land Area,Trade flow,Commodity,year,Quantity
Americas,Guyana,Export,Crustaceans,2002,12278
Americas,Guyana,Export,Fish,2002,10243
Americas,Guyana,Import,Crustaceans,2002,27
Americas,Guyana,Import,Fish,2002,1231
Americas,Haiti,Export,Crustaceans,2002,177
Americas,Haiti,Export,Fish,2002,221
Americas,Haiti,Import,Crustaceans,2002,1
Americas,Haiti,Import,Fish,2002,6652
Americas,Honduras,Export,Crustaceans,2002,16917
Americas,Honduras,Export,Fish,2002,4192
Americas,Honduras,Import,Crustaceans,2002,1028
Americas,Honduras,Import,Fish,2002,2718
Americas,Jamaica,Export,Crustaceans,2002,141
Americas,Jamaica,Export,Fish,2002,359
Americas,Jamaica,Import,Crustaceans,2002,390
Americas,Jamaica,Import,Fish,2002,27221
Americas,Mexico,Export,Crustaceans,2002,31914
Americas,Mexico,Export,Fish,2002,84029
Americas,Mexico,Import,Crustaceans,2002,9375
Americas,Mexico,Import,Fish,2002,46217
Americas,Montserrat,Import,Crustaceans,2002,0
Americas,Montserrat,Import,Fish,2002,73
Americas,Netherlands Antilles,Export,Crustaceans,2002,0
Americas,Netherlands Antilles,Export,Fish,2002,6588
Americas,Netherlands Antilles,Import,Crustaceans,2002,91
Americas,Netherlands Antilles,Import,Fish,2002,1317
Americas,Nicaragua,Export,Crustaceans,2002,6076
Americas,Nicaragua,Export,Fish,2002,3361
Americas,Nicaragua,Import,Crustaceans,2002,369
Americas,Nicaragua,Import,Fish,2002,3373
Americas,Panama,Export,Crustaceans,2002,8761
Americas,Panama,Export,Fish,2002,66894
Americas,Panama,Import,Crustaceans,2002,134
Americas,Panama,Import,Fish,2002,7772
Americas,Paraguay,Export,Fish,2002,44
Americas,Paraguay,Import,Crustaceans,2002,14
Americas,Paraguay,Import,Fish,2002,444
Americas,Peru,Export,Crustaceans,2002,3020
Americas,Peru,Export,Fish,2002,46190
Americas,Peru,Import,Crustaceans,2002,85
Americas,Peru,Import,Fish,2002,38872
Americas,Saint Kitts and Nevis,Export,Crustaceans,2002,3
Americas,Saint Kitts and Nevis,Export,Fish,2002,0
Americas,Saint Kitts and Nevis,Import,Crustaceans,2002,18
Americas,Saint Kitts and Nevis,Import,Fish,2002,736
Americas,Saint Lucia,Export,Crustaceans,2002,0
Americas,Saint Lucia,Export,Fish,2002,13
Americas,Saint Lucia,Import,Crustaceans,2002,64
Americas,Saint Lucia,Import,Fish,2002,1226
Americas,Saint Vincent/Grenadines,Export,Crustaceans,2002,110
Americas,Saint Vincent/Grenadines,Export,Fish,2002,29
Americas,Saint Vincent/Grenadines,Import,Crustaceans,2002,27
Americas,Saint Vincent/Grenadines,Import,Fish,2002,393
Americas,St. Pierre and Miquelon,Export,Crustaceans,2002,1
Americas,St. Pierre and Miquelon,Export,Fish,2002,1025
Americas,St. Pierre and Miquelon,Import,Crustaceans,2002,2
Americas,St. Pierre and Miquelon,Import,Fish,2002,82
Americas,Suriname,Export,Crustaceans,2002,6147
Americas,Suriname,Export,Fish,2002,4511
Americas,Suriname,Import,Crustaceans,2002,525
Americas,Suriname,Import,Fish,2002,1558
Americas,Trinidad and Tobago,Export,Crustaceans,2002,170
Americas,Trinidad and Tobago,Export,Fish,2002,4892
Americas,Trinidad and Tobago,Import,Crustaceans,2002,91
Americas,Trinidad and Tobago,Import,Fish,2002,8438
Americas,Turks and Caicos Is.,Export,Crustaceans,2002,131
Americas,Turks and Caicos Is.,Export,Fish,2002,0
Americas,Turks and Caicos Is.,Import,Crustaceans,2002,93
Americas,Turks and Caicos Is.,Import,Fish,2002,215
Americas,United States of America,Export,Crustaceans,2002,66599
Americas,United States of America,Export,Fish,2002,922380
Americas,United States of America,Import,Crustaceans,2002,590505
Americas,United States of America,Import,Fish,2002,1149612
Americas,Uruguay,Export,Crustaceans,2002,1544
Americas,Uruguay,Export,Fish,2002,63375
Americas,Uruguay,Import,Crustaceans,2002,81
Americas,Uruguay,Import,Fish,2002,10835
Americas,"Venezuela, Boliv Rep of",Export,Crustaceans,2002,13600
Americas,"Venezuela, Boliv Rep of",Export,Fish,2002,36089
Americas,"Venezuela, Boliv Rep of",Import,Crustaceans,2002,658
Americas,"Venezuela, Boliv Rep of",Import,Fish,2002,21520
Americas,Antigua and Barbuda,Export,Crustaceans,2003,8
Americas,Antigua and Barbuda,Export,Fish,2003,83
Americas,Antigua and Barbuda,Import,Crustaceans,2003,829
Americas,Antigua and Barbuda,Import,Fish,2003,821
Americas,Argentina,Export,Crustaceans,2003,47728
Americas,Argentina,Export,Fish,2003,312840
Americas,Argentina,Import,Crustaceans,2003,81
Americas,Argentina,Import,Fish,2003,15531
Americas,Aruba,Export,Fish,2003,242
Americas,Aruba,Import,Crustaceans,2003,32
Americas,Aruba,Import,Fish,2003,1854
Americas,Bahamas,Export,Crustaceans,2003,3423
Americas,Bahamas,Export,Fish,2003,110
Americas,Bahamas,Import,Crustaceans,2003,423
Americas,Bahamas,Import,Fish,2003,3151
Americas,Barbados,Export,Crustaceans,2003,3
Americas,Barbados,Export,Fish,2003,238
Americas,Barbados,Import,Crustaceans,2003,226
Americas,Barbados,Import,Fish,2003,4498
Americas,Belize,Export,Crustaceans,2003,6592
Americas,Belize,Export,Fish,2003,80
Americas,Belize,Import,Crustaceans,2003,12
Americas,Belize,Import,Fish,2003,686
Americas,Bermuda,Export,Crustaceans,2003,0
Americas,Bermuda,Export,Fish,2003,0
Americas,Bermuda,Import,Crustaceans,2003,207
Americas,Bermuda,Import,Fish,2003,741
Americas,Bolivia (Plurinat.State),Export,Fish,2003,19
Americas,Bolivia (Plurinat.State),Import,Crustaceans,2003,15
Americas,Bolivia (Plurinat.State),Import,Fish,2003,4653
Americas,Brazil,Export,Crustaceans,2003,64953
Americas,Brazil,Export,Fish,2003,45776
Americas,Brazil,Import,Crustaceans,2003,35
Americas,Brazil,Import,Fish,2003,151483
Americas,Canada,Export,Crustaceans,2003,199212
Americas,Canada,Export,Fish,2003,353941
Americas,Canada,Import,Crustaceans,2003,64436
Americas,Canada,Import,Fish,2003,238191
Americas,Cayman Islands,Export,Fish,2003,8
Americas,Cayman Islands,Import,Crustaceans,2003,75
